,Name,Rating,Score,Release,Budget,Open,Gross,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
701,The Lunchbox,PG,96.0,2013-09-20,1000000.0,44542.0,4231500.0,2010,3231500.0,1058860.269478657,4480567.230298937,47163.75412311835,3421706.9608202805
703,The Town,R,93.0,2010-09-17,37000000.0,23808032.0,92186262.0,2010,55186262.0,41855183.65737163,104283052.07288054,26932150.05082651,62427868.415508896
705,Midnight in Paris,PG13,93.0,2011-06-10,17000000.0,729860.7727114514,56816662.0,2010,39816662.0,18642253.643593676,62305330.83449002,800367.6264350677,43663077.19089635
707,About a Boy,PG13,94.0,2002-05-17,30000000.0,5436425.0,41385278.0,2000,11385278.0,41140069.49270327,56753107.09649479,7455163.409728979,15613037.603791524
708,Big Night,R,96.0,1996-09-20,4100000.0,185942.0,11881039.0,1990,7781039.0,6447834.87408352,18684628.684035704,292420.3200382531,12236793.809952185
709,Million Dollar Baby,PG13,91.0,2005-01-28,30000000.0,179953.0,100492203.0,2000,70492203.0,37892400.249559656,126929692.6012,227295.03673696695,89037292.35164033
711,Hamlet,PG13,95.0,1996-12-25,18000000.0,148321.0,4414535.0,1990,-13585465.0,28307567.739878867,6942486.03069812,233255.93081925405,-21365081.709180746
712,Monsoon Wedding,R,95.0,2002-04-26,142886.30332720964,89698.17806806463,13876974.0,2000,13734087.69667279,195945.08161456275,19029989.15694788,123006.30930296838,18834044.075333316
713,Out of Sight,R,93.0,1998-06-26,48000000.0,12020435.0,37562568.0,1990,-10437432.0,72635010.49488983,56840781.68531277,18189675.466211274,-15794228.80957706
714,Hannah and Her Sisters,PG13,93.0,1986-03-14,6400000.0,1265826.0,40084041.0,1980,33684041.0,14402934.087859178,90207468.82781953,2848688.8194841305,75804534.73996033
716,The Spectacular Now,R,92.0,2013-09-13,2500000.0,197415.0,6851969.0,2010,4351969.0,2647150.6736966427,7255277.741799406,209034.90009912913,4608127.068102762
717,Southside With You,PG13,92.0,2016-08-26,1500000.0,2868956.0,6303853.0,2010,4803853.0,1541608.4520372103,6478715.376800084,2948537.878748578,4937106.924762873
718,Knocked Up,R,89.0,2007-06-01,30000000.0,30690990.0,148734225.0,2000,118734225.0,35690221.448383875,176945247.57345843,36512274.3190045,141255026.12507457
723,Moonstruck,PG,92.0,1988-01-15,15000000.0,127599.0,80640528.0,1980,65640528.0,31287731.669730883,168203946.78462803,266152.21822173276,136916215.11489713
725,Y Tu Mama Tambien,R,92.0,2002-04-26,2000000.0,408091.0,13622333.0,2000,11622333.0,2742671.299513551,18680790.875758164,559629.7366448924,15938119.576244613
726,The Duke Of Burgundy,NR,93.0,2015-01-23,1000000.0,13000.0,32630.0,2010,-967370.0,1040722.8173506542,33958.78553015185,13529.396625558504,-1006764.0318205024
727,Kung Fu Hustle,R,90.0,2005-04-22,20000000.0,3188968.0,17108591.0,2000,-2891409.0,25261600.166373104,21609519.26260047,4027921.727967925,-3652080.9037726345
733,Lone Star,R,93.0,1996-06-21,5000000.0,3845000.0,13269963.0,1990,8269963.0,7863213.261077463,20868909.807121456,6046810.997768569,13005696.546043992
735,The Martian,PG13,92.0,2015-10-02,108000000.0,2008010.8194395176,228433663.0,2010,120433663.0,112398064.27387065,237736125.33508992,2089782.6772776907,125338061.06121925
736,Snowpiercer,R,95.0,2014-07-11,39200000.0,14842419.0,4563650.0,2010,-34636350.0,40844729.9573513,4755128.874231283,15465168.264511738,-36089601.08312002
739,Captain America: The Winter Soldier,PG13,89.0,2014-04-04,170000000.0,95023721.0,259766572.0,2010,89766572.0,177132757.4681051,270665701.15527683,99010668.97417581,93532943.68717174
740,District 9,R,90.0,2009-08-14,30000000.0,21632.0,115646235.0,2000,85646235.0,34493210.96127941,132966999.35775647,24871.90465047987,98473788.39647706
742,Rogue One: A Star Wars Story,PG13,85.0,2016-12-16,200000000.0,13833858.791472992,532177324.0,2010,332177324.0,205547793.6049614,546939373.7739633,14217595.758149356,341391580.16900194
744,The Hunger Games: Catching Fire,PG13,89.0,2013-11-22,130000000.0,9357.791392928324,424668047.0,2010,294668047.0,137651835.03222543,449664122.68539506,9908.593516041143,312012287.65316963
747,No End in Sight,NR,96.0,2007-01-22,2000000.0,31533.0,1431623.0,2000,-568377.0,2379348.0965589248,1703164.730019989,37513.99176439629,-676183.366538936
752,Trouble the Water,NR,96.0,2008-12-05,900000.0,28606.0,519981.0,2000,-380019.0,1031145.4859023766,595751.1787833375,32774.38641080376,-435394.3071190392
756,An Inconvenient Truth,PG,93.0,2006-06-30,1500000.0,367311.0,23808111.0,2000,22308111.0,1835410.689622519,29131774.286079653,449444.35721062473,27296363.596457135
757,To Be and to Have ,NR,97.0,2002-08-28,1018329.9389002037,823788.0,775607.0,2000,-242722.93890020368,1396472.1484284885,1063617.5293009034,1129689.8522418346,-332854.61912758497
763,Super Size Me,PG13,93.0,2004-06-11,65000.0,516641.0,11529368.0,2000,11464368.0,84885.652534172,15056583.476716947,674698.5909370333,14971697.824182775
764,The Queen of Versailles,PG,94.0,2014-08-16,1000000.0,51326.0,2401652.0,2010,1401652.0,1041957.3968712066,2502419.066110527,53479.50535181155,1460461.6692393206
769,The Last of the Unjust,PG13,96.0,2013-11-13,1857907.2532699169,14328.0,38396.0,2010,-1819511.2532699169,1967264.174863736,40655.998906902525,15171.349941090199,-1926608.1759568334
770,Up the Yangtze,NR,96.0,2008-07-11,990785.6930545922,15851.0,783416.0,2000,-207369.69305459224,1135160.2165443338,897573.1910929959,18160.76344115397,-237587.025451338
780,My Winnipeg,NR,94.0,2008-07-04,600000.0,14309.0,156629.0,2000,-443371.0,687430.3239349177,179452.5403460037,16394.06750864123,-507977.783588914
782,Rocky,PG,93.0,1976-12-03,960000.0,5000000.0,117235247.0,1970,116275247.0,4161117.118416232,508155826.22234917,21672484.99175121,503994709.1039329
785,The Fighter,R,90.0,2010-12-17,25000000.0,1368307.4935400516,93617009.0,2010,68617009.0,28280529.498224076,105901543.38240035,1547858.4173480193,77621013.88417628
786,The Damned United,R,93.0,2009-03-27,10000000.0,432062.12914485164,449558.0,2000,-9550442.0,11497736.987093136,516889.96444436157,496773.6722990972,-10980847.022648774
791,Tristram Shandy: A Cock & Bull Story,R,90.0,2006-01-20,1585234.6713468833,188293.04195210326,1253413.0,2000,-331821.6713468833,1939704.440900207,1533685.0791412203,230396.7079869545,-406019.36175898666
793,The Color of Money,R,89.0,1986-10-17,13800000.0,6357877.0,52293982.0,1980,38493982.0,31056326.626946352,117685433.74026473,14308138.0265181,86629107.11331838
795,Hoosiers,PG,88.0,1987-02-27,6000000.0,220068.0,28607524.0,1980,22607524.0,13025425.742574258,62104196.590151824,477746.5653861387,49078770.847577564
797,Girlfight,R,87.0,2000-10-06,1000000.0,197896.0,1523941.0,2000,523941.0,1432456.4459930314,2182979.1087630666,283477.40083623695,750522.6627700349
800,Chariots of Fire,PG,83.0,1982-04-09,5500000.0,68907.0,58972904.0,1980,53472904.0,14058854.922279792,150743909.3966425,176137.0029326425,136685054.4743627
801,The Hurricane,R,83.0,2000-01-14,50000000.0,337000.0,50668906.0,2000,668906.0,71622822.29965158,72581001.01111498,482737.8222996516,958178.7114634146
804,Major League,R,83.0,1989-04-07,11000000.0,8836265.0,49797148.0,1980,38797148.0,21887811.233695127,99086415.94548899,17582409.120991554,77198604.71179387
806,Beyond the Mat,R,82.0,2000-03-17,500000.0,966016.0,2047570.0,2000,1547570.0,716228.2229965157,2933054.845121952,1383775.8461324042,2216826.622125436
809,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,PG13,82.0,2006-07-07,1000000.0,9805.0,144431.0,2000,-855569.0,1223607.1264150126,176726.8008752467,11997.4678744992,-1046880.3255397661
810,Invictus,PG13,76.0,2009-12-11,60000000.0,608576.0181423037,37491364.0,2000,-22508636.0,68986421.92255881,43106584.255937204,699724.6993252628,-25879837.666621607
814,Talladega Nights: The Ballad of Ricky Bobby,PG13,71.0,2006-08-04,72500000.0,47042215.0,148213377.0,2000,75713377.0,88711516.66508843,181354944.32723495,57561189.516347215,92643427.66214652
815,Invincible,PG,72.0,2014-12-25,65000000.0,30621445.0,115637895.0,2010,50637895.0,67727230.79662843,120489760.05386592,31906241.120634824,52762529.257237494
818,Bleed For This,R,70.0,2016-11-18,6000000.0,2366810.0,4847865.0,2010,-1152135.0,6166433.808148841,4982339.772223581,2432462.8669107934,-1184094.035925261
819,The Blind Side,PG13,67.0,2009-11-20,29000000.0,34119372.0,255959475.0,2000,226959475.0,33343437.26257009,294295472.2904441,39229556.54207899,260952035.027874
821,Secretariat,PG,63.0,2010-10-08,35000000.0,12694770.0,59713955.0,2010,24713955.0,39592741.29751371,67549690.63332501,14360592.698326804,27956949.3358113
826,The Perfect Game,PG,57.0,2010-04-16,12500000.0,207329.0,1089445.0,2010,-11410555.0,14140264.749112038,1232403.2583677091,234534.956013492,-12907861.49074433
827,Because of Winn-Dixie,PG,54.0,2005-02-18,14000000.0,13218723.0,32645546.0,2000,18645546.0,17683120.116461173,41233936.51324704,16696304.756802,23550816.396785866
830,Soul Surfer,PG,46.0,2011-04-08,18000000.0,10601862.0,43853424.0,2010,25853424.0,19738856.799099185,48089803.13812108,11626035.323433962,28350946.339021895
831,Goal! The Dream Begins ,PG,44.0,2006-05-12,10000000.0,8613.0,4280577.0,2000,-5719423.0,12236071.264150128,5237744.522368196,10538.928179812505,-6998326.741781931
832,The Replacements,PG13,41.0,2000-08-11,50000000.0,11039214.0,44737059.0,2000,-5262941.0,71622822.29965158,64083888.539320566,15813193.252996515,-7538933.760331011
833,Beerfest,R,41.0,2006-08-25,17500000.0,7031228.0,19185184.0,2000,1685184.0,21413124.712262724,23475127.863983285,8603460.688248778,2062003.151720557
834,Grudge Match,PG13,30.0,2013-12-25,40000000.0,7310000.0,29807260.0,2010,-10192740.0,42354410.779146284,31561723.3560204,7740268.569888984,-10792687.423125887
836,Playing for Keeps,PG13,3.0,2012-12-07,35000000.0,5750288.0,13101142.0,2010,-21898858.0,37603114.501141414,14075535.506334653,6177963.945101129,-23527578.994806763
858,Trekkies,PG,86.0,2002-11-08,375000.0,125636.0,318246.0,2000,-56754.0,514250.86865879083,436422.0851924948,172289.12569284227,-77828.78346629604
859,Inside Deep Throat,NC17,83.0,2005-04-21,2000000.0,88709.0,653621.0,2000,-1346379.0,2526160.0166373104,825575.6181172477,112046.56445793959,-1700584.3985200627
860,Outfoxed: Rupert Murdoch's War on Journalism,NR,85.0,2004-07-13,200000.0,78054.0,237277.0,2000,37277.0,261186.6231820677,309867.89194385736,101933.30342926556,48681.268761789695
861,Trumbo,PG13,82.0,2015-11-27,15000000.0,74177.0,7857741.0,2010,-7142259.0,15610842.260259813,8177730.351531747,77197.69642261948,-7433111.908728067
863,Tupac: Resurrection,R,78.0,2003-11-14,300000.0,4632847.0,7707563.0,2000,7407563.0,402268.8109449184,10335040.677643495,6212166.1799324425,9932771.866698576
866,POM Wonderful Presents: The Greatest Movie Ever Sold,PG13,73.0,2011-08-24,1500000.0,118294.0,638476.0,2010,-861524.0,1644904.7332582655,700154.7963145362,129721.57367736884,-944749.9369437294
869,My Date With Drew,PG,71.0,2005-09-30,1100.0,85222.0,85222.0,2000,84122.0,1389.3880091505207,107642.20446893242,107642.20446893242,106252.81645978191
872,The Rugrats Movie,G,59.0,1998-11-20,24000000.0,27321470.0,100494675.0,1990,76494675.0,36317505.24744491,152071495.27719882,41343651.2538712,115753990.0297539
874,No Strings Attached,R,49.0,2011-01-21,25000000.0,19652921.0,70662220.0,2010,45662220.0,27415078.887637757,77488413.42702459,21551455.18350051,50073334.539386824
875,Bamboozled,R,48.0,2000-10-20,10000000.0,190720.0,2185266.0,2000,-7814734.0,14324564.459930314,3130298.3679094077,273198.09337979095,-11194266.092020907
876,The Real Cancun,R,35.0,2003-04-25,8000000.0,2108796.0,3713002.0,2000,-4286998.0,10727168.291864492,4978749.66525368,2827676.198151334,-5748418.626610812
878,15 Minutes,R,33.0,2001-03-09,60000000.0,10523154.0,24403552.0,2000,-35596448.0,83585127.99631305,33996233.62474469,14659652.900248561,-49588894.37156836
879,Man of the Year,PG,21.0,2006-10-13,20000000.0,12299380.0,37442180.0,2000,17442180.0,24472142.528300256,45814518.27651366,15049609.01848628,21342375.748213407
880,Pokemon 3: The Movie,G,22.0,2001-04-06,16000000.0,8240752.0,17052128.0,2000,1052128.0,22289367.46568348,23755071.691491894,11480071.845097879,1465704.2258084142
882,From Justin To Kelly,PG,10.0,2003-06-20,12000000.0,2715848.0,4922166.0,2000,-7077834.0,16090752.437796736,6600112.880311686,3641669.8188904496,-9490639.557485053
883,The Good the Bad and the Ugly,R,97.0,1967-12-29,1200000.0,10584.0,6100000.0,1960,4900000.0,8873428.92919045,45106597.05671812,78263.64315545977,36233168.12752767
884,Unforgiven,R,96.0,1992-08-07,14400000.0,15018007.0,101157447.0,1990,86757447.0,25314409.78137204,177829240.68023774,26400832.173438456,152514830.8988657
886,Django Unchained,R,87.0,2012-12-25,100000000.0,30688000.0,162805434.0,2010,62805434.0,107437470.0032612,174914039.3174292,32970410.794600796,67476569.314168
889,The Magnificent Seven,R,90.0,2016-09-23,90000000.0,560046.333422436,93381044.0,2010,3381044.0,92496507.12223263,95971337.7936391,575581.4407576515,3474830.671406465
892,The Proposition,R,86.0,2013-01-25,6000000.0,4805878.0,8828771.0,2010,2828771.0,6353161.616871943,9348434.840225354,5088753.274161549,2995273.2233534106
893,The Three Burials of Melquiades Estrada,R,85.0,2006-02-24,15000000.0,77132.0,5023275.0,2000,-9976725.0,18354106.89622519,6146515.087942374,94379.26487464277,-12207591.808282819
895,Dances With Wolves,PG13,82.0,1990-11-21,22000000.0,598257.0,184208848.0,1990,162208848.0,41533653.94260697,347766661.1817404,1129445.4184882827,306233007.2391334
896,The Homesman,R,81.0,2014-05-18,16000000.0,139311.0,2428883.0,2010,-13571117.0,16671318.349939305,2530792.607984727,145156.12691552466,-14140525.74195458
897,The Hateful Eight,R,74.0,2015-12-30,44000000.0,16240000.0,54117416.0,2010,10117416.0,45791803.96342879,56321229.64725737,16901338.553774625,10529425.683828587
898,The Good the Bad the Weird,R,83.0,2008-07-17,10000000.0,4775.0,128486.0,2000,-9871514.0,11457172.065581962,147208.62100183638,5470.799661315387,-11309963.444580127
899,Open Range,R,79.0,2003-08-15,22000000.0,14047781.0,58331254.0,2000,36331254.0,29499712.80262735,78216147.29168673,18836613.86428206,48716434.489059374
900,Shanghai Noon,PG13,79.0,2000-05-26,55000000.0,19647065.0,56937502.0,2000,1937502.0,78785104.52961673,81560491.75864112,28143564.90409408,2775387.22902439
901,Appaloosa,R,77.0,2008-10-03,20000000.0,248847.0,20207003.0,2000,207003.0,22914344.131163925,23151511.03007309,285108.28970038745,237166.89890916628
902,The Assassination of Jesse James by the Coward Robert Ford,R,76.0,2007-10-19,30000000.0,147812.0,3904982.0,2000,-26095018.0,35690221.448383875,4645655.744398432,175848.1004242839,-31044565.70398544
905,The Horse Whisperer,PG13,74.0,1998-05-15,60000000.0,13685488.0,75383563.0,1990,15383563.0,90793763.11861229,114072622.70098309,20709282.593910184,23278859.582370814
908,Tombstone,R,73.0,1993-12-25,25000000.0,6454752.0,56505065.0,1990,31505065.0,42688606.87457481,96484900.24829186,11021774.82403502,53796293.373717055
910,The Salvation,R,71.0,2015-02-27,9377511.833526839,5000.0,5000.0,2010,-9372511.833526839,9759390.535127152,5203.614086753271,5203.614086753271,-9754186.921040397
911,The Rover,R,66.0,2014-06-20,8500000.0,69302.0,1109199.0,2010,-7390801.0,8856637.873405255,1155738.1026521455,72209.73151796836,-7700899.770753111
912,Maverick,PG13,66.0,1994-05-20,75000000.0,17248545.0,101631272.0,1990,26631272.0,124811435.31792884,169129932.4200911,28704208.78127846,44318497.10216226
913,The Claim,R,62.0,2001-02-02,13393156.097234312,26528.042472093653,669258.0,2000,-12723898.097234312,18657811.111032177,932333.5932092746,36955.830425359614,-17725477.517822903
915,Heaven's Gate,R,57.0,1980-11-19,44000000.0,12032.0,3484331.0,1980,-40515669.0,131703136.82401468,10429484.600753544,36014.82141514875,-121273652.22326115
916,Legends of the Fall,R,56.0,1995-01-13,30000000.0,14038128.0,66638883.0,1990,36638883.0,48562200.601238586,107871026.80294894,22724079.60006214,59308826.20171035
917,The Quick and the Dead,R,56.0,1995-02-10,32000000.0,6515861.0,18636537.0,1990,-13363463.0,51799680.64132116,30167708.276880175,10547484.965726236,-21631972.36444099
918,Sukiyaki Western Django,R,57.0,2007-09-15,3800000.0,12172.0,48034.0,2000,-3751966.0,4520761.383461957,57144.803235055704,14480.712515657617,-4463616.580226902
919,The Killer Inside Me,R,55.0,2010-06-08,13000000.0,85983.91346553876,214966.0,2010,-12785034.0,14705875.339076519,243174.09216460946,97266.82404539661,-14462701.246911911
920,Seraphim Falls,R,55.0,2007-04-13,18000000.0,155560.0,418296.0,2000,-17581704.0,21414132.869030323,497635.89569910604,185065.69495035318,-20916496.973331217
922,Down in the Valley,R,52.0,2005-12-09,8000000.0,22806.0,568695.0,2000,-7431305.0,10104640.066549242,718307.2853307776,28805.802669715253,-9386332.781218464
923,Cowboys & Aliens,PG13,44.0,2011-07-29,163000000.0,28179256.43123352,100240551.0,2010,-62759449.0,178746314.3473982,109924104.53621104,30901461.522289626,-68822209.81118715
925,Jane Got a Gun,R,40.0,2016-01-29,25000000.0,835572.0,1512815.0,2010,-23487185.0,25693474.200620174,1554778.9269124484,858749.904990424,-24138695.273707725
926,A Million Ways to Die in the West,R,33.0,2014-05-30,40000000.0,17069000.0,43139300.0,2010,3139300.0,41678295.87484826,44949312.73084605,17785170.807194624,3271016.855997779
928,The Lone Ranger,PG13,30.0,2013-07-03,215000000.0,29210849.0,89302115.0,2010,-125697885.0,227654957.93791127,94558461.55391404,30930207.443840362,-133096496.38399726
930,The Dark Tower,PG13,16.0,2017-08-04,60000000.0,19153698.0,50701325.0,2010,-9298675.0,60410729.70274674,51048400.66910193,19284814.544767346,-9362329.03364481
931,Wild Wild West,PG13,17.0,1999-06-30,170000000.0,49705055.0,113805681.0,1990,-56194319.0,251740837.46060336,168526690.83949575,73604659.83367853,-83214146.62110762
932,Priest,PG13,15.0,2011-05-13,60000000.0,244785.21540268252,29136626.0,2010,-30863374.0,65796189.33033062,31951316.012383897,268432.2396316777,-33844873.317946725
933,American Outlaws,PG13,14.0,2001-08-17,35000000.0,4855475.0,13264986.0,2000,-21735014.0,48757991.331182614,18479259.211321678,6764091.655964969,-30278732.119860936
934,Jonah Hex,PG13,12.0,2010-06-18,47000000.0,5379365.0,10539414.0,2010,-36460586.0,53167395.45666126,11922408.340839833,6085251.622568566,-41244987.115821436
935,September Dawn,R,13.0,2007-08-24,11000000.0,635000.0,1066555.0,2000,-9933445.0,13086414.531074086,1268852.804562702,755443.0206574587,-11817561.726511385
936,Texas Rangers,PG13,2.0,2001-11-30,38000000.0,319516.0,623374.0,2000,-37376626.0,52937247.73099826,868413.2596595609,445113.0959478326,-52068834.471338704
